/*********************************************
 * OPL 22.1.1.0 Data
 * Author: czj
 * Creation Date: Jul 21, 2024 at 3:00:25 PM
 *********************************************/

Nodes = {"1", "2", "3", "4", "5", "6", "7", "8", "9", "10"};
Modes = {"Barge", "Train", "Truck"};
disasterimpact = 3;

Services = {
    <"Barge", "1", "2", 160, 53, 54, 1, 0.9317, 3.432>,
    <"Barge", "1", "3", 160, 53, 55.5, 2.5, 2.32925, 8.58>,
    <"Barge", "1", "4", 160, 3, 8, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 15, 20, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 27, 32, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 39, 44, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 51, 56, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 63, 68, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 75, 80, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 87, 92, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 99, 104, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 111, 116, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 123, 128, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 135, 140, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 147, 152, 5, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 159, 164, 5, 4.6585, 17.16>,
    <"Barge", "1", "5", 160, 12, 25, 13, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 18, 31, 13, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 36, 49, 13, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 42, 55, 13, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 60, 73, 13, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 66, 79, 13, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 90, 103, 13, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 96, 109, 13, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 120, 133, 13, 12.1121, 44.616>,
    <"Barge", "1", "6", 160, 82, 98, 16, 14.9072, 54.912>,
    <"Barge", "1", "6", 160, 102, 118, 16, 14.9072, 54.912>,
    <"Barge", "1", "7", 160, 68, 79, 11, 10.2487, 37.752>,
    <"Barge", "1", "7", 160, 98, 109, 11, 10.2487, 37.752>,
    <"Barge", "1", "7", 160, 146, 157, 11, 10.2487, 37.752>,
    <"Barge", "1", "8", 160, 80, 97, 17, 15.8389, 58.344>,
    <"Barge", "2", "4", 160, 3, 8.5, 5.5, 5.12435, 18.876>,
    <"Barge", "2", "4", 160, 51, 56.5, 5.5, 5.12435, 18.876>,
    <"Barge", "2", "4", 160, 99, 104.5, 5.5, 5.12435, 18.876>,
    <"Barge", "2", "5", 160, 27, 40.5, 13.5, 12.57795, 46.332>,
    <"Barge", "2", "5", 160, 75, 88.5, 13.5, 12.57795, 46.332>,
    <"Barge", "2", "6", 160, 103, 119.5, 16.5, 15.37305, 56.628>,
    <"Barge", "2", "7", 160, 112, 123.5, 11.5, 10.71455, 39.468>,
    <"Barge", "2", "8", 160, 66, 83.5, 17.5, 16.30475, 60.06>,
    <"Barge", "3", "4", 160, 5, 8, 3, 2.7951, 10.296>,
    <"Barge", "3", "4", 160, 53, 56, 3, 2.7951, 10.296>,
    <"Barge", "3", "4", 160, 101, 104, 3, 2.7951, 10.296>,
    <"Barge", "3", "5", 160, 99, 110, 11, 10.2487, 37.752>,
    <"Barge", "3", "5", 160, 126, 137, 11, 10.2487, 37.752>,
