/*********************************************
 * OPL 22.1.1.0 Data
 * Author: czj
 * Creation Date: Jul 21, 2024 at 3:00:25 PM
 *********************************************/

Nodes = {"1", "2", "3", "4", "5", "6", "7", "8", "9", "10"};
Modes = {"Barge", "Train", "Truck"};
disasterImpactFactor = 0.0;

Services = {
    <"Barge", "1", "2", 160, 53.0, 54.0, 1.0, 0.9317, 3.432>,
    <"Barge", "1", "3", 160, 53.0, 55.5, 2.5, 2.32925, 8.58>,
    <"Barge", "1", "4", 160, 3.0, 8.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 15.0, 20.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 27.0, 32.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 39.0, 44.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 51.0, 56.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 63.0, 68.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 75.0, 80.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 87.0, 92.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 99.0, 104.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 111.0, 116.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 123.0, 128.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 135.0, 140.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 147.0, 152.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "4", 160, 159.0, 164.0, 5.0, 4.6585, 17.16>,
    <"Barge", "1", "5", 160, 12.0, 25.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 18.0, 31.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 36.0, 49.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 42.0, 55.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 60.0, 73.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 66.0, 79.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 90.0, 103.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 96.0, 109.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "5", 160, 120.0, 133.0, 13.0, 12.1121, 44.616>,
    <"Barge", "1", "6", 160, 82.0, 98.0, 16.0, 14.9072, 54.912>,
    <"Barge", "1", "6", 160, 102.0, 118.0, 16.0, 14.9072, 54.912>,
    <"Barge", "1", "7", 160, 68.0, 79.0, 11.0, 10.2487, 37.752>,
    <"Barge", "1", "7", 160, 98.0, 109.0, 11.0, 10.2487, 37.752>,
    <"Barge", "1", "7", 160, 146.0, 157.0, 11.0, 10.2487, 37.752>,
    <"Barge", "2", "4", 160, 3.0, 8.5, 5.5, 5.12435, 18.876>,
    <"Barge", "2", "4", 160, 51.0, 56.5, 5.5, 5.12435, 18.876>,
    <"Barge", "2", "4", 160, 99.0, 104.5, 5.5, 5.12435, 18.876>,
    <"Barge", "2", "5", 160, 27.0, 40.5, 13.5, 12.57795, 46.332>,
    <"Barge", "2", "5", 160, 75.0, 88.5, 13.5, 12.57795, 46.332>,
    <"Barge", "2", "6", 160, 103.0, 119.5, 16.5, 15.37305, 56.628>,
    <"Barge", "2", "7", 160, 112.0, 123.5, 11.5, 10.71455, 39.468>,
    <"Barge", "3", "4", 160, 5.0, 8.0, 3.0, 2.7951, 10.296>,
